id_pdc                , statut_pdc               , url_description_pdc                                                                                                                                                                                                                                                                                                             , last_updated             , coordonneesxy         , adresse_station                                  , code_insee_commune, arrondissement
FR*V75*E9012*04*1     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9012*04*1     , 2024-02-01T03:30:08+00:00, "48.846294, 2.374877" , 2 Rue Abel 75012 Paris                           ,              75112, 12e Arrondissement
FR*V75*E9019*02*1     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9019*02*1     , 2025-01-06T03:30:05+00:00, "48.88042, 2.398476"  , 54 Boulevard Sérurier 75019 Paris                ,              75119, 19e Arrondissement
FR*V75*E9012*04*2     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9012*04*2     , 2024-02-01T03:30:08+00:00, "48.846294, 2.374877" , 2 Rue Abel 75012 Paris                           ,              75112, 12e Arrondissement
FR*V75*EPX11*09*1bis  , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*09*1bis  , 2024-10-09T02:30:04+00:00, "48.84948, 2.397761"  , 2 Avenue de Taillebourg 75011 Paris              ,              75111, 11e Arrondissement
FR*V75*PHBSAI*AUG*04*2, Mise en service planifiée, https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*PHBSAI*AUG*04*2, 2023-12-11T03:30:05+00:00, "48.87577, 2.320347"  , 18 rue Laborde 75008 PARIS                       ,                   , 08e Arrondissement
FR*V75*EPX18*09*5     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*09*5     , 2023-10-16T02:30:06+00:00, "48.8949, 2.3355"     , 162 Rue Championnet 75018 Paris                  ,              75118, 18e Arrondissement
JE*TQA*E0001          , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=JE*TQA*E0001          , 2025-01-06T07:44:08+00:00,                       ,                                                  ,                   , 
FR*V75*E9003*01*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9003*01*1     , 2025-01-06T03:30:05+00:00, "48.86472, 2.359043"  , 5 Rue Réaumur 75003 Paris                        ,              75103, Paris centre
FR*V75*EPX10*04*2     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*04*2     , 2022-11-22T03:30:03+00:00, "48.879135, 2.3560476", 143 Rue La Fayette 75010 Paris                   ,              75110, 10e Arrondissement
FR*V75*EPX02*09*2     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX02*09*2     , 2023-02-21T10:07:23+00:00, "48.86781, 2.34525"   , 116 Rue Réaumur 75002 Paris                      ,              75102, Paris centre
FR*V75*EPX04*05*3     , En maintenance           , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX04*05*3     , 2025-09-15T02:30:05+00:00, "48.851254, 2.3564553", 36 Quai de Béthune 75004 Paris                   ,                   , Paris centre
FR*V75*EPX20*03*6     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*03*6     , 2025-09-15T02:30:05+00:00, "48.86732, 2.3906963" , 14 Rue Sorbier 75020 Paris                       ,                   , 20e Arrondissement
FR*V75*EPX17*09*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*09*1     , 2025-09-25T06:34:40+00:00, "48.8847, 2.3213"     , 27 Rue des Batignolles 75017 Paris               ,                   , 17e Arrondissement
FR*V75*EPX02*08*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX02*08*5     , 2025-09-25T05:46:14+00:00, "48.86818, 2.335097"  , 19 Rue Dalayrac 75002 Paris                      ,                   , Paris centre
FR*V75*EPX12*08*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*08*2     , 2025-09-25T05:42:48+00:00, "48.845577, 2.3953738", 2 Rue Fabre d'Églantine 75012 Paris              ,                   , 12e Arrondissement
FR*V75*E9007*04*1     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9007*04*1     , 2025-09-25T05:41:49+00:00, "48.857124, 2.327753" , 35 Rue du Bac 75007 Paris                        ,                   , 07e Arrondissement
FR*V75*E9014*03*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9014*03*1     , 2025-09-25T06:29:06+00:00, "48.841198, 2.323891" , 9 Boulevard Edgar Quinet 75014 Paris             ,                   , 14e Arrondissement
FR*V75*EPX15*26*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*26*1     , 2025-09-25T05:20:28+00:00, "48.8472, 2.2953"     , 143 Avenue Émile Zola 75015 Paris                ,                   , 15e Arrondissement
FR*V75*EPX12*09*2     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*09*2     , 2025-09-25T05:28:29+00:00, "48.84652, 2.3692153" , 20 Avenue Ledru Rollin 75012 Paris               ,                   , 12e Arrondissement
FR*V75*EPX04*07*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX04*07*4     , 2025-09-25T05:22:35+00:00, "48.85967, 2.3542652" , 36 Rue du Temple 75004 Paris                     ,                   , Paris centre
FR*V75*EPX09*02*1     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*02*1     , 2025-09-25T05:35:37+00:00, "48.87592, 2.3382897" , 21 Rue de Chateaudun 75009 Paris                 ,                   , 09e Arrondissement
FR*V75*EPX08*09*6     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*09*6     , 2025-09-25T05:12:18+00:00, "48.865772, 2.308419" , 7 Rue Francois 1er 75008 Paris                   ,                   , 08e Arrondissement
FR*V75*EPX15*01*2     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*01*2     , 2025-09-25T05:08:25+00:00, "48.8326, 2.2788854"  , 1 Rue du Colonel Pierre Avia 75015 Paris         ,                   , 15e Arrondissement
FR*V75*EPX12*19*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*19*5     , 2025-09-25T02:30:05+00:00, "48.846645, 2.3747718", 7 rue Abel 75012 PARIS                           ,                   , 12e Arrondissement
FR*V75*EHBSAE*PDA*04*2, Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EHBSAE*PDA*04*2, 2025-09-25T02:30:05+00:00, "48.846973, 2.2558389", 1-3 Av. du Général Sarrail 75016 Paris           ,                   , 16e Arrondissement
FR*V75*EHBSAG*LOB*01*1, Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EHBSAG*LOB*01*1, 2025-09-25T02:30:05+00:00, "48.856796, 2.3538697", 4 Rue de Lobau 75004 Paris                       ,                   , Paris centre
FR*V75*EPX20*21*03    , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*21*03    , 2025-09-25T02:30:05+00:00, "48.873646, 2.3911798", 5 rue Frédérick Lemaître 75020 Paris             ,                   , 20e Arrondissement
FR*V75*EPX20*20*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*20*4     , 2025-09-25T02:30:05+00:00, "48.867603, 2.4021437", 86 Rue Pelleport 75020 Paris                     ,                   , 20e Arrondissement
FR*V75*EPX20*18*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*18*2     , 2025-09-25T02:30:05+00:00, "48.865685, 2.392972" , 40 Rue Sorbier 75020 Paris                       ,                   , 20e Arrondissement
FR*V75*EPX13*16*6     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*16*6     , 2025-09-25T02:30:05+00:00, "48.826084, 2.358049" , 147 Rue de Tolbiac 75013 Paris                   ,                   , 13e Arrondissement
FR*V75*EPX13*14*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*14*3     , 2025-09-25T02:30:05+00:00, "48.82764, 2.3810866" , 2 Rue Marie-Andrée Lagroua Weil-Halle 75013 Paris,                   , 13e Arrondissement
FR*V75*EPX11*17*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*17*2     , 2025-09-25T02:30:05+00:00, "48.864063, 2.3713984", 110 Boulevard Richard Lenoir 75011 Paris         ,                   , 11e Arrondissement
FR*V75*EPX12*11*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*11*4     , 2025-09-25T02:30:05+00:00, "48.84154, 2.389211"  , 3 Rue Henard 75012 Paris                         ,                   , 12e Arrondissement
FR*V75*EPX11*15*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*15*3     , 2025-09-25T02:30:05+00:00, "48.85189, 2.376434"  , 104 Avenue Ledru Rollin 75011 Paris              ,                   , 11e Arrondissement
FR*V75*EPX07*12*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*12*5     , 2025-09-25T02:30:05+00:00, "48.851284, 2.312916" , 6 place du Président Mithouard 75007 Paris       ,                   , 07e Arrondissement
FR*V75*EPX06*08*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*08*3     , 2025-09-25T02:30:05+00:00, "48.843006, 2.3280363", 2 Rue Péguy 75006 Paris                          ,                   , 06e Arrondissement
FR*V75*EPX18*10*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*10*3     , 2025-09-25T02:30:05+00:00, "48.8823, 2.3395"     , 2 Boulevard de Clichy 75018 Paris                ,                   , 18e Arrondissement
FR*V75*EPX18*10*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*10*1     , 2025-09-25T02:30:05+00:00, "48.8823, 2.3395"     , 2 Boulevard de Clichy 75018 Paris                ,                   , 18e Arrondissement
FR*V75*EPX17*10*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*10*5     , 2025-09-25T02:30:05+00:00, "48.8863, 2.3151"     , 67 Rue Dulong 75017 Paris                        ,                   , 17e Arrondissement
FR*V75*EPX16*15*3     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*15*3     , 2025-09-25T02:30:05+00:00, "48.8603, 2.274"      , 20 Boulevard Émile Augier 75016 Paris            ,                   , 16e Arrondissement
FR*V75*EPX15*22*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*22*4     , 2025-09-25T02:30:05+00:00, "48.8407, 2.2876"     , 2 Rue Houdart de Lamotte 75015 Paris             ,                   , 15e Arrondissement
FR*V75*EPX19*05*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*05*3     , 2025-09-25T02:30:05+00:00, "48.8917, 2.3691"     , 126 Rue d'Aubervilliers 75019 Paris              ,                   , 19e Arrondissement
FR*V75*EPX14*08*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*08*4     , 2025-09-25T02:30:05+00:00, "48.83951, 2.3301675" , 2 Boulevard Edgar Quinet 75014 Paris             ,                   , 14e Arrondissement
FR*V75*EPX13*07*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*07*1     , 2025-09-25T02:30:05+00:00, "48.82958, 2.3537664" , 16 Rue Bobillot 75013 Paris                      ,                   , 13e Arrondissement
FR*V75*EPX14*04*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*04*1     , 2025-09-25T02:30:05+00:00, "48.83273, 2.32608"   , 10 Rue Castagnou 75014 Paris                     ,                   , 14e Arrondissement
FR*V75*EPX10*05*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*05*5     , 2025-09-25T02:30:05+00:00, "48.87119, 2.364206"  , 31 Rue Beaurepaire 75010 Paris                   ,                   , 10e Arrondissement
FR*V75*EPX12*07*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*07*4     , 2025-09-25T02:30:05+00:00, "48.84837, 2.367915"  , 20 Boulevard de la Bastille 75012 Paris          ,                   , 12e Arrondissement
FR*V75*EPX20*08*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*08*5     , 2025-09-25T02:30:05+00:00, "48.855225, 2.3984911", 24 Rue Monte Cristo 75020 Paris                  ,                   , 20e Arrondissement
FR*V75*EPX16*08*6     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*08*6     , 2025-09-25T02:30:05+00:00, "48.850754, 2.2739246", 14 Avenue Théophile Gauthier 75016 Paris         ,                   , 16e Arrondissement
FR*V75*EPX16*07*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*07*5     , 2025-09-25T02:30:05+00:00, "48.8531, 2.261698"   , 2 square Tolstoï 75016 Paris                     ,                   , 16e Arrondissement
FR*V75*EPX15*14*6     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*14*6     , 2025-09-25T02:30:05+00:00, "48.831997, 2.3048475", 95 Rue des Morillons 75015 Paris                 ,                   , 15e Arrondissement
FR*V75*EPX19*02*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*02*3     , 2025-09-25T02:30:05+00:00, "48.888195, 2.37308"  , 61 Avenue de Flandre 75019 Paris                 ,                   , 19e Arrondissement
FR*V75*EPX14*01*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*01*4     , 2025-09-25T02:30:05+00:00, "48.82844, 2.336613"  , 32 Rue Broussais 75014 Paris                     ,                   , 14e Arrondissement
FR*V75*EPX13*02*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*02*3     , 2025-09-25T02:30:05+00:00, "48.83186, 2.372548"  , 131 Rue de Chevaleret 75013 Paris                ,                   , 13e Arrondissement
FR*V75*EPX11*12*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*12*4     , 2025-09-25T04:00:28+00:00, "48.86908, 2.371679"  , 125 Bis Avenue Parmentier 75011 Paris            ,                   , 11e Arrondissement
