id_pdc                , statut_pdc               , url_description_pdc                                                                                                                                                                                                                                                                                                             , last_updated             , coordonneesxy         , adresse_station                                  , code_insee_commune, arrondissement
FR*V75*EPX07*03*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*03*4     , 2025-09-25T07:02:43+00:00, "48.858727, 2.314834" , 25 Rue Constantine 75007 Paris                   ,                   , 07e Arrondissement
FR*V75*EPX17*25*1     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*25*1     , 2025-09-25T07:16:37+00:00, "48.882423, 2.2922037", 170 boulevard Pereire 75017 Paris                ,                   , 17e Arrondissement
FR*V75*EPX12*07*6     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*07*6     , 2025-09-25T07:17:05+00:00, "48.84837, 2.367915"  , 20 Boulevard de la Bastille 75012 Paris          ,                   , 12e Arrondissement
FR*V75*EPX14*05*3     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*05*3     , 2025-09-25T07:16:55+00:00, "48.834854, 2.3297832", 1 Rue Boulard 75014 Paris                        ,                   , 14e Arrondissement
FR*V75*EPX12*15*7     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*15*7     , 2025-09-25T07:46:16+00:00, "48.83519, 2.4002905" , 26 Rue Claude Decaen 75012 Paris                 ,                   , 12e Arrondissement
FR*V75*EPX16*14*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*14*3     , 2025-09-25T07:46:10+00:00, "48.864, 2.2806"      , 42 bis Avenue Georges Mandel 75016 Paris         ,                   , 16e Arrondissement
FR*V75*EPX20*01*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*01*4     , 2025-09-25T07:47:04+00:00, "48.85006, 2.4019644" , 25 Rue de la Plaine 75020 Paris                  ,                   , 20e Arrondissement
FR*V75*EPX17*22*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*22*1     , 2025-09-25T07:48:24+00:00, "48.88103, 2.2956283" , 28 Avenue de Niel 75017 Paris                    ,                   , 17e Arrondissement
FR*V75*EPX15*03*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*03*4     , 2025-09-25T07:45:54+00:00, "48.845806, 2.3038075", 21 Rue Miollis 75015 Paris                       ,                   , 15e Arrondissement
FR*V75*EPX18*02*6     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*02*6     , 2025-09-25T07:55:34+00:00, "48.89919, 2.330375"  , 48 Rue Henri Huchard 75018 Paris                 ,                   , 18e Arrondissement
FR*V75*EPX06*03*3     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*03*3     , 2025-09-25T07:56:20+00:00, "48.84737, 2.3182092" , 2 Rue Mayet 75006 Paris                          ,                   , 06e Arrondissement
FR*V75*EPX07*17*1     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*17*1     , 2025-09-25T07:53:57+00:00, "48.85461, 2.329982"  , 188 boulevard Saint -Germain 75007 Paris         ,                   , 07e Arrondissement
FR*V75*EPX16*11*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*11*5     , 2025-09-25T07:53:38+00:00, "48.8685, 2.2927"     , 16 Place des États-Unis 75016 Paris              ,                   , 16e Arrondissement
FR*V75*EPX19*14*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*14*4     , 2025-01-06T07:24:38+00:00, "48.87274, 2.3782985" , 1 Rue Jules Romains 75019 Paris                  ,              75119, 19e Arrondissement
FR*V75*E9008*01*3     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9008*01*3     , 2022-11-02T03:30:03+00:00, "48.8655, 2.315463"   , 3 Avenue Dutuit 75008 Paris                      ,              75108, 08e Arrondissement
FR*V75*E9012*1VCCkC*5 , Mise en service planifiée, https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9012*1VCCkC*5 , 2024-10-10T02:30:05+00:00,                       ,                                                  ,                   , 
FR*V75*E9013*04*1     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9013*04*1     , 2024-11-18T03:30:05+00:00, "48.82085, 2.343626"  , 77 Rue de l'Amiral Mouchez 75013 Paris           ,              75113, 13e Arrondissement
FR*V75*EPX09*10*5     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*10*5     , 2023-11-16T06:51:25+00:00, "48.87232, 2.338776"  , 6 boulevard Haussmann 75009 Paris                ,              75109, 09e Arrondissement
FR*V75*E9012*04*3     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9012*04*3     , 2024-02-01T03:30:08+00:00, "48.846294, 2.374877" , 2 Rue Abel 75012 Paris                           ,              75112, 12e Arrondissement
FR*V75*EPX08*03*5     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*5     , 2022-06-13T02:30:01+00:00, "48.872833, 2.3193886", 66 Rue d'Astorg 75008 Paris                      ,              75108, 08e Arrondissement
FR*V75*EPX13*03*3     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*03*3     , 2024-11-13T03:30:05+00:00, "48.82195, 2.345853"  , 2 Rue de Rungis 75013 Paris                      ,              75113, 13e Arrondissement
FR*V75*EPX13*05*1     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*05*1     , 2023-06-06T02:30:04+00:00, "48.83039, 2.356917"  , 188 Avenue de Choisy 75013 Paris                 ,              75113, 13e Arrondissement
FR*V75*E9016*05*2     , En maintenance           , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9016*05*2     , 2023-10-30T14:59:06+00:00, "48.861015, 2.28308"  , 24 Avenue Paul Doumer 75016 Paris                ,              75116, 16e Arrondissement
FR*V75*EPX16*12*1     , En maintenance           , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*12*1     , 2025-08-27T02:30:04+00:00, "48.8534, 2.2685"     , 68 Avenue Mozart 75016 Paris                     ,                   , 16e Arrondissement
FR*V75*EPX05*13*6     , En maintenance           , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*13*6     , 2025-09-04T02:30:05+00:00, "48.8415, 2.338973"   , 25 Rue Henri Barbusse 75005 Paris                ,                   , 05e Arrondissement
FR*V75*EPX18*01*5     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*01*5     , 2025-09-22T02:30:04+00:00, "48.898304, 2.3423252", 1 Rue Fernand Labori 75018 Paris                 ,                   , 18e Arrondissement
FR*V75*EPX05*14*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*14*2     , 2025-09-25T02:30:05+00:00, "48.839592, 2.3480084", 36 rue Claude bernard 75005 PARIS                ,                   , 05e Arrondissement
FR*V75*EPX15*37*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*37*2     , 2025-09-25T02:30:05+00:00, "48.84545, 2.292136"  , 5 Place du Commerce 75015 Paris                  ,                   , 15e Arrondissement
FR*V75*EPX20*15*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*15*3     , 2025-09-25T02:30:05+00:00, "48.87387, 2.3864658" , 356 Rue des Pyrénées 75020 Paris                 ,                   , 20e Arrondissement
FR*V75*EPX19*13*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*13*4     , 2025-09-25T02:30:05+00:00, "48.886097, 2.3936"   , 159 Rue Manin 75019 Paris                        ,                   , 19e Arrondissement
FR*V75*EPX17*20*6     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*20*6     , 2025-09-25T02:30:05+00:00, "48.87683, 2.2928"    , 28 Avenue Carnot 75017 Paris                     ,                   , 17e Arrondissement
FR*V75*EPX16*22*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*22*5     , 2025-09-25T02:30:05+00:00, "48.870342, 2.286851" , 60 Avenue Victor Hugo 75016 Paris                ,                   , 16e Arrondissement
FR*V75*EPX14*10*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*10*5     , 2025-09-25T02:30:05+00:00, "48.83912, 2.337229"  , 66 Rue Henri Barbusse 75014 Paris                ,                   , 14e Arrondissement
FR*V75*EPX10*10*6     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*10*6     , 2025-09-25T02:30:05+00:00, "48.875076, 2.352321" , 28 Rue de Paradis 75010 Paris                    ,                   , 10e Arrondissement
FR*V75*EPX08*21*2     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*21*2     , 2025-09-25T02:30:05+00:00, "48.87236, 2.326167"  , 19 Rue Tronchet 75008 Paris                      ,                   , 08e Arrondissement
FR*V75*EPX07*16*1     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*16*1     , 2025-09-25T02:30:05+00:00, "48.86113, 2.3069868" , 10 Rue jean Nicot 75007 Paris                    ,                   , 07e Arrondissement
FR*V75*EPX05*12*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*12*5     , 2025-09-25T02:30:05+00:00, "48.845257, 2.3548336", 18 Rue Linnée 75005 Paris                        ,                   , 05e Arrondissement
FR*V75*EPX06*11*6     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*11*6     , 2025-09-25T02:30:05+00:00, "48.842564, 2.3363895", 6 Rue Michelet 75006 Paris                       ,                   , 06e Arrondissement
FR*V75*EPX06*11*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*11*1     , 2025-09-25T02:30:05+00:00, "48.842564, 2.3363895", 6 Rue Michelet 75006 Paris                       ,                   , 06e Arrondissement
FR*V75*EPX06*08*6     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*08*6     , 2025-09-25T02:30:05+00:00, "48.843006, 2.3280363", 2 Rue Péguy 75006 Paris                          ,                   , 06e Arrondissement
FR*V75*EPX20*14*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*14*4     , 2025-09-25T02:30:05+00:00, "48.8657, 2.4087"     , 15 Boulevard Mortier 75020 Paris                 ,                   , 20e Arrondissement
FR*V75*EPX17*10*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*10*2     , 2025-09-25T02:30:05+00:00, "48.8863, 2.3151"     , 67 Rue Dulong 75017 Paris                        ,                   , 17e Arrondissement
FR*V75*EPX16*15*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*15*5     , 2025-09-25T02:30:05+00:00, "48.8603, 2.274"      , 20 Boulevard Émile Augier 75016 Paris            ,                   , 16e Arrondissement
FR*V75*EPX19*07*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*07*4     , 2025-09-25T02:30:05+00:00, "48.8792, 2.3839"     , 50 Rue Botzaris 75019 Paris                      ,                   , 19e Arrondissement
FR*V75*EPX14*05*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*05*5     , 2025-09-25T02:30:05+00:00, "48.834854, 2.3297832", 1 Rue Boulard 75014 Paris                        ,                   , 14e Arrondissement
FR*V75*EPX13*07*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*07*5     , 2025-09-25T02:30:05+00:00, "48.82958, 2.3537664" , 16 Rue Bobillot 75013 Paris                      ,                   , 13e Arrondissement
FR*V75*EPX10*08*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*08*4     , 2025-09-25T02:30:05+00:00, "48.87081, 2.354076"  , 6 Rue de Metz 75010 Paris                        ,                   , 10e Arrondissement
FR*V75*EPX09*06*6     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*06*6     , 2025-09-25T02:30:05+00:00, "48.87359, 2.3466527" , 13 Rue du conservatoire 75009 Paris              ,                   , 09e Arrondissement
FR*V75*EPX08*09*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*09*1     , 2025-09-25T02:30:05+00:00, "48.865772, 2.308419" , 7 Rue Francois 1er 75008 Paris                   ,                   , 08e Arrondissement
FR*V75*EPX08*08*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*08*2     , 2025-09-25T02:30:05+00:00, "48.883015, 2.325922" , 9 Boulevard des Batignolles 75008 Paris          ,                   , 08e Arrondissement
FR*V75*EPX18*02*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*02*4     , 2025-09-25T02:30:05+00:00, "48.89919, 2.330375"  , 48 Rue Henri Huchard 75018 Paris                 ,                   , 18e Arrondissement
FR*V75*EPX18*02*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*02*5     , 2025-09-25T02:30:05+00:00, "48.89919, 2.330375"  , 48 Rue Henri Huchard 75018 Paris                 ,                   , 18e Arrondissement
FR*V75*E9017*05*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9017*05*2     , 2025-09-25T02:30:05+00:00, "48.879654, 2.302442" , 83 Rue de Courcelles 75017 Paris                 ,                   , 17e Arrondissement
FR*V75*E9015*03*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9015*03*3     , 2025-09-25T02:30:05+00:00, "48.828453, 2.300643" , 2 Rue Antonin Mercié 75015 Paris                 ,                   , 15e Arrondissement
FR*V75*E9013*07*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9013*07*2     , 2025-09-25T02:30:05+00:00, "48.82312, 2.367798"  , 118 Rue Regnault 75013 Paris                     ,                   , 13e Arrondissement
